Created on 01-28-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2017-12-21 07-AM,BTCUSD,17222.88,17364.57,17021.64,17215.02,716.29,12337782.12
2017-12-21 06-AM,BTCUSD,16870.01,17249,16829,17222.88,602.89,10294347.32
2017-12-21 05-AM,BTCUSD,16949.99,16950,16720.1,16870.01,637.58,10755331.64
2017-12-21 04-AM,BTCUSD,16950.49,17158.34,16851,16949.99,1326.8,22547328.46
2017-12-21 03-AM,BTCUSD,16447.51,16950.5,16200,16950.49,1246.51,20631704.27
2017-12-21 02-AM,BTCUSD,16550,16709.99,16392.19,16447.51,934.23,15490108.41
2017-12-21 01-AM,BTCUSD,16719.33,16719.93,16502,16550,635.08,10539125.72
2017-12-21 12-AM,BTCUSD,16496.9,16794.95,16450,16719.33,1083.45,17995852.19
2017-12-20 11-PM,BTCUSD,16396.01,16600,16200,16496.9,1220.22,20084693.1
2017-12-20 10-PM,BTCUSD,16370.12,16493.16,15693.97,16396.01,3403.03,54818245.19
2017-12-20 09-PM,BTCUSD,16743.61,16743.62,16249.14,16370.12,1422.3,23433876.91
2017-12-20 08-PM,BTCUSD,16857.45,16899,16648,16743.61,1041.44,17456331.19
2017-12-20 07-PM,BTCUSD,16929.98,16985,16510.01,16857.45,2154.52,36147021.54
2017-12-20 06-PM,BTCUSD,16928.98,16940,16606,16929.98,848.44,14246194.99
2017-12-20 05-PM,BTCUSD,16401.59,16999,16353.65,16928.98,2094.6,35065766.84
2017-12-20 04-PM,BTCUSD,16487.26,16600,16145,16401.59,2074.49,33835573.01
2017-12-20 03-PM,BTCUSD,17233.55,17233.56,16350,16487.26,1671.84,27976452.75
2017-12-20 02-PM,BTCUSD,17170,17573,17150,17233.55,801.26,13872405.84
2017-12-20 01-PM,BTCUSD,17889.97,17889.97,17049,17170,987.98,17248406.29
2017-12-20 12-PM,BTCUSD,17435.8,17890,17435.8,17889.97,665.31,11753631.1
2017-12-20 11-AM,BTCUSD,17388.72,17498.56,17250,17435.8,352.0,6110865.43
2017-12-20 10-AM,BTCUSD,17051.21,17499.98,17051.21,17388.72,610.31,10561221.97
2017-12-20 09-AM,BTCUSD,17098,17100,16906,17051.21,371.5,6316608.67
2017-12-20 08-AM,BTCUSD,16551.59,17098,16453.68,17098,687.8,11566882.21
2017-12-20 07-AM,BTCUSD,16456.33,16848,16290,16551.59,1096.46,18230486.9
2017-12-20 06-AM,BTCUSD,16661.34,16718.85,15979.08,16456.33,1924.57,31485323.63
2017-12-20 05-AM,BTCUSD,17094.93,17094.99,16611,16661.34,925.19,15616206.97
2017-12-20 04-AM,BTCUSD,16980.01,17199.99,16701,17094.93,1161.79,19751127.32
2017-12-20 03-AM,BTCUSD,17473,17498.37,16963,16980.01,1568.39,27033986.69
2017-12-20 02-AM,BTCUSD,16532,17473,16531.99,17473,3745.36,63777898.51
2017-12-20 01-AM,BTCUSD,16910,17053.53,15500,16532,5435.29,89044027.75
2017-12-20 12-AM,BTCUSD,17838.73,17838.73,14301,16910,5465.96,90711703.04
2017-12-19 11-PM,BTCUSD,17450.1,17905.73,17430,17838.73,1222.61,21579587.12
2017-12-19 10-PM,BTCUSD,17200.01,17648.2,17200,17450.1,2551.3,44662431.79
2017-12-19 09-PM,BTCUSD,17789.2,17821,16800,17200.01,4878.4,83788956.45
2017-12-19 08-PM,BTCUSD,18024,18169.37,17621,17789.2,2246.63,40097993.96
2017-12-19 07-PM,BTCUSD,18320,18320.01,17929.67,18024,1379.71,24982632.16
2017-12-19 06-PM,BTCUSD,18360.01,18360.02,18175.95,18320,765.99,14015005.21
2017-12-19 05-PM,BTCUSD,18429.01,18499.99,18321.75,18360.01,767.79,14134326.93
2017-12-19 04-PM,BTCUSD,18147.99,18431,18146,18429.01,986.57,18051396.18
2017-12-19 03-PM,BTCUSD,18015.37,18220.32,18009.98,18147.99,1027.81,18605622.36
2017-12-19 02-PM,BTCUSD,18225,18225.01,17900,18015.37,1496.55,26980880.13
2017-12-19 01-PM,BTCUSD,18178.98,18498.95,18178.98,18225,1016.33,18612886.71
2017-12-19 12-PM,BTCUSD,17856,18299.99,17855.99,18178.98,1109.2,20129148.2
2017-12-19 11-AM,BTCUSD,18300,18455.31,17763.48,17856,1565.28,28374817.93
2017-12-19 10-AM,BTCUSD,18658.98,18658.98,18300,18300,1370.73,25308310.92
2017-12-19 09-AM,BTCUSD,18899.92,18899.92,18615.42,18658.98,533.43,9995322.89
2017-12-19 08-AM,BTCUSD,18841.01,18907.77,18841.01,18899.92,195.25,3687895.09
2017-12-19 07-AM,BTCUSD,18780.02,18898,18780.01,18841.01,383.52,7225724.54
2017-12-19 06-AM,BTCUSD,18914.37,18951,18780,18780.02,671.06,12649485.65
2017-12-19 05-AM,BTCUSD,18975,18990,18904.85,18914.37,604.76,11457267.73
2017-12-19 04-AM,BTCUSD,19039.99,19045,18950,18975,760.92,14453574.13
2017-12-19 03-AM,BTCUSD,18851.9,19096.55,18707.67,19039.99,1153.78,21792828.45
2017-12-19 02-AM,BTCUSD,18868.35,18899.99,18760.04,18851.9,922.63,17390845.83
2017-12-19 01-AM,BTCUSD,18873,18991,18830,18868.35,610.32,11546555.88
2017-12-19 12-AM,BTCUSD,19039,19099,18802.4,18873,836.1,15852041.95
2017-12-18 11-PM,BTCUSD,18849.98,19175,18829.42,19039,1332.68,25322327.51
2017-12-18 10-PM,BTCUSD,18829.34,18849.98,18715,18849.98,954.7,17938607.89
2017-12-18 09-PM,BTCUSD,18779.98,18849.9,18760.8,18829.34,632.31,11900926.07
2017-12-18 08-PM,BTCUSD,18849.99,18850,18648.78,18779.98,938.3,17584002.04
2017-12-18 07-PM,BTCUSD,18550,18855.38,18550,18849.99,972.15,18229702.26
2017-12-18 06-PM,BTCUSD,18641.21,18641.21,18425,18550,1133.72,20996353.19
2017-12-18 05-PM,BTCUSD,18670.11,18697.15,18602.01,18641.21,763.22,14228554.8
2017-12-18 04-PM,BTCUSD,18870,18900,18670.1,18670.11,770.54,14465248.36
2017-12-18 03-PM,BTCUSD,18790,18900,18790,18870,731.69,13801661.51
2017-12-18 02-PM,BTCUSD,18900.28,18900.28,18478.71,18790,1344.03,25076339.47
2017-12-18 01-PM,BTCUSD,19071,19138.99,18802.64,18900.28,564.19,10709512.35
2017-12-18 12-PM,BTCUSD,19231.9,19367.5,19059.33,19071,468.86,9018411.7
2017-12-18 11-AM,BTCUSD,19019.99,19349,19019.99,19231.9,450.36,8651712.66
2017-12-18 10-AM,BTCUSD,18980.01,19099,18970,19019.99,149.41,2844199.24
2017-12-18 09-AM,BTCUSD,19112.5,19112.5,18860,18980.01,193.18,3662896.89
2017-12-18 08-AM,BTCUSD,18821.34,19122.99,18821.34,19112.5,273.11,5178567.62
2017-12-18 07-AM,BTCUSD,19144,19144,18810.1,18821.34,432.11,8221540.4
2017-12-18 06-AM,BTCUSD,19141.48,19173.47,18963.01,19144,491.74,9395062.45
2017-12-18 05-AM,BTCUSD,18984,19183.75,18855.78,19141.48,724.22,13779547.77
2017-12-18 04-AM,BTCUSD,18799.96,19099.99,18780,18978,935.44,17740032.4
2017-12-18 03-AM,BTCUSD,18545.56,18833.56,18529.09,18799.96,970.07,18144917.7
2017-12-18 02-AM,BTCUSD,18800,19098.82,18432,18545.56,2242.96,42047628.34
2017-12-18 01-AM,BTCUSD,18224.19,18880,18214.06,18800,2836.8,52622313.27
2017-12-18 12-AM,BTCUSD,19378.99,19385,18200,18224.19,3289.4,61623135.78
2017-12-17 11-PM,BTCUSD,19690,19719.99,19125,19378.99,2423.84,46885831.59
2017-12-17 10-PM,BTCUSD,19440.98,19787.99,19419.51,19690,1098.64,21536088.24
2017-12-17 09-PM,BTCUSD,19421.56,19450,19370,19440.98,379.24,7367673.48
2017-12-17 08-PM,BTCUSD,19299.99,19557.6,19299.99,19421.56,853.9,16610108.1
2017-12-17 07-PM,BTCUSD,19251.01,19437.93,19127,19299.99,1361.34,26199985.78
2017-12-17 06-PM,BTCUSD,19536,19536.01,19251,19251.01,699.19,13578996.92
2017-12-17 05-PM,BTCUSD,19405.01,19550,19405,19536,497.76,9718202.39
2017-12-17 04-PM,BTCUSD,19632.49,19691.44,19402,19405.01,1187.45,23200411.74
2017-12-17 03-PM,BTCUSD,19684.96,19726.52,19420,19632.49,738.34,14444098.69
2017-12-17 02-PM,BTCUSD,19820,19820,19563.19,19684.96,532.98,10515864.51
2017-12-17 01-PM,BTCUSD,19770.01,19870,19725.98,19820,452.25,8962515.44
2017-12-17 12-PM,BTCUSD,19847.11,19891.99,19707.5,19770.01,487.2,9671855.86
2017-12-17 11-AM,BTCUSD,19750,19847.12,19646.73,19847.11,403.98,7993346.34
2017-12-17 10-AM,BTCUSD,19740,19750,19720,19750,220.98,4360649.89
2017-12-17 09-AM,BTCUSD,19624.31,19740,19545,19740,225.27,4424118.36
2017-12-17 08-AM,BTCUSD,19735,19748.99,19560,19624.31,381.05,7498124.9
2017-12-17 07-AM,BTCUSD,19500,19749.94,19499.99,19735,588.62,11573451.02
2017-12-17 06-AM,BTCUSD,19535.95,19535.95,19433.23,19500,409.92,7990266.86
2017-12-17 05-AM,BTCUSD,19369.42,19560,19350,19535.95,569.19,11078226.57
2017-12-17 04-AM,BTCUSD,19358.26,19429.99,19250,19369.42,496.66,9603925.55
2017-12-17 03-AM,BTCUSD,19398.99,19580.09,19250.01,19358.26,868.5,16886979.37
2017-12-17 02-AM,BTCUSD,19286.25,19490,19137,19398.99,855.43,16544050.44
2017-12-17 01-AM,BTCUSD,19377.62,19393.92,19010,19286.25,1964.07,37702274.21
2017-12-17 12-AM,BTCUSD,19650,19650.02,19228.46,19377.62,1618.25,31458487.8
2017-12-16 11-PM,BTCUSD,19597,19797,19592.1,19650,1576.34,31035840.18
2017-12-16 10-PM,BTCUSD,19450,19597,19450,19597,1101.25,21496585.66
2017-12-16 09-PM,BTCUSD,19433.21,19480,19256,19450,882.98,17130386.52
2017-12-16 08-PM,BTCUSD,19422.46,19479.94,19167,19433.21,1969.84,38183535.01
2017-12-16 07-PM,BTCUSD,18945.08,19423,18945.07,19422.46,2575.89,49366423.64
2017-12-16 06-PM,BTCUSD,18908.69,18945.08,18901.01,18945.08,496.03,9385612.9
2017-12-16 05-PM,BTCUSD,18969.99,18992.5,18837.63,18908.69,893.58,16911940.45
2017-12-16 04-PM,BTCUSD,18991,19000,18719.98,18969.99,1731.96,32727873.88
2017-12-16 03-PM,BTCUSD,18798.99,18991,18648.76,18991,1547.77,29173647.92
2017-12-16 02-PM,BTCUSD,18599.99,18799,18530.24,18798.99,986.23,18400843.75
2017-12-16 01-PM,BTCUSD,18349.01,18699.49,18349,18599.99,1626.18,30122538.86
2017-12-16 12-PM,BTCUSD,18320.1,18350,18285.9,18349.01,412.34,7559032.95
2017-12-16 11-AM,BTCUSD,18143.03,18350,18130.07,18320.1,357.48,6523980.49
2017-12-16 10-AM,BTCUSD,18179.01,18250,18120.03,18143.03,439.46,7986685.02
2017-12-16 09-AM,BTCUSD,18124.87,18179.01,18078.51,18179.01,208.63,3784221.53
2017-12-16 08-AM,BTCUSD,18157.51,18170,17936.01,18124.87,535.94,9679319.2
2017-12-16 07-AM,BTCUSD,17978,18209.61,17977.99,18157.51,1513.41,27383775.02
2017-12-16 06-AM,BTCUSD,17824.99,17980,17824.98,17978,777.75,13927167.98
2017-12-16 05-AM,BTCUSD,17726.09,17825,17726.09,17824.99,388.84,6914189.45
2017-12-16 04-AM,BTCUSD,17651.16,17770.28,17651.16,17726.09,344.68,6115066.3
2017-12-16 03-AM,BTCUSD,17687.91,17714.05,17630,17651.16,500.34,8837005.64
2017-12-16 02-AM,BTCUSD,17749.71,17775,17670,17687.91,354.05,6275551.61
2017-12-16 01-AM,BTCUSD,17800.01,17800.01,17700,17749.71,432.25,7679026.71
2017-12-16 12-AM,BTCUSD,17738.67,17849.88,17734.64,17800.01,518.97,9234139.44
2017-12-15 11-PM,BTCUSD,17732.71,17790,17689.99,17738.67,580.03,10287872.14
2017-12-15 10-PM,BTCUSD,17695.11,17735,17566.41,17732.71,740.76,13052787.49
2017-12-15 09-PM,BTCUSD,17754.55,17760,17601.01,17695.11,824.51,14571112.21
2017-12-15 08-PM,BTCUSD,17705.56,17800,17705.56,17754.55,646.77,11494298.23
2017-12-15 07-PM,BTCUSD,17789.99,17797,17668,17705.56,642.26,11394705.92
2017-12-15 06-PM,BTCUSD,17606.06,17790,17524.01,17789.99,880.29,15534046.88
2017-12-15 05-PM,BTCUSD,17659.98,17698.4,17590.56,17606.06,968.05,17082200.4
2017-12-15 04-PM,BTCUSD,17568.25,17725.72,17522.67,17659.98,1313.91,23190244.37
2017-12-15 03-PM,BTCUSD,17658.11,17720,17500,17568.25,1284.19,22579189.14
2017-12-15 02-PM,BTCUSD,17798,17825,17648.09,17658.11,886.81,15731822.66
2017-12-15 01-PM,BTCUSD,17854.69,17855,17582,17798,1379.57,24420756.03
2017-12-15 12-PM,BTCUSD,17836.42,17890,17732,17854.69,640.33,11427009.99
2017-12-15 11-AM,BTCUSD,17788.1,17836.42,17689.11,17836.42,522.12,9292359.58
2017-12-15 10-AM,BTCUSD,17632,17800,17619.11,17788.1,669.08,11864287.19
2017-12-15 09-AM,BTCUSD,17410,17632,17397.84,17632,634.89,11128600.04
2017-12-15 08-AM,BTCUSD,17358.97,17422,17252.47,17410,511.19,8859366.27
2017-12-15 07-AM,BTCUSD,17352.77,17442.51,17331,17358.97,352.18,6114583.14
2017-12-15 06-AM,BTCUSD,17437.96,17450,17328.8,17352.77,450.04,7824950.19
2017-12-15 05-AM,BTCUSD,17337.38,17499.98,17314,17437.96,862.25,15040774.8
2017-12-15 04-AM,BTCUSD,17398,17419,17160.01,17337.38,1257.35,21767687.56
2017-12-15 03-AM,BTCUSD,17490,17698.56,17310.95,17398,2222.5,38803953.95
2017-12-15 02-AM,BTCUSD,17158.01,17899,17092.37,17490,4117.7,72054641.61
2017-12-15 01-AM,BTCUSD,17143,17250,16910,17158.01,1763.66,30241569.04
2017-12-15 12-AM,BTCUSD,16749.79,17143,16745,17143,1783.99,30284619.68
2017-12-14 11-PM,BTCUSD,16749,16788,16705.01,16749.79,592.54,9923012.91
2017-12-14 10-PM,BTCUSD,16750,16837.8,16734.42,16749,645.18,10837052.27
2017-12-14 09-PM,BTCUSD,16666.66,16750.01,16604,16750,908.27,15144812.57
2017-12-14 08-PM,BTCUSD,16815,16840,16666.66,16666.66,575.82,9651689.03
2017-12-14 07-PM,BTCUSD,16838,16850,16750,16815,681.29,11463370.8
2017-12-14 06-PM,BTCUSD,16838.29,16949.11,16804.99,16838,829.55,13989738.37
2017-12-14 05-PM,BTCUSD,16700.01,16910,16677,16838.29,764.94,12869460.48
2017-12-14 04-PM,BTCUSD,16760.87,16795,16650,16700.01,774.62,12951197.95
2017-12-14 03-PM,BTCUSD,16570,16764,16256,16760.87,1150.43,19014427.5
2017-12-14 02-PM,BTCUSD,16936.11,16999,16570,16570,913.7,15323270.99
2017-12-14 01-PM,BTCUSD,17076,17086.23,16925.82,16936.11,419.77,7143994.11
2017-12-14 12-PM,BTCUSD,16925,17188,16864.36,17076,383.83,6548119.72
2017-12-14 11-AM,BTCUSD,16942.69,16972.88,16798.91,16925,324.8,5486510.42
2017-12-14 10-AM,BTCUSD,16837.64,17060.1,16750.01,16942.69,322.17,5440921.01
2017-12-14 09-AM,BTCUSD,17040,17138,16837.63,16837.64,366.21,6223144.42
2017-12-14 08-AM,BTCUSD,16895.88,17199.6,16895.88,17040,793.39,13549990.15
2017-12-14 07-AM,BTCUSD,16687.78,16895.89,16650,16895.88,300.37,5034734.97
2017-12-14 06-AM,BTCUSD,16700,16799.9,16680,16687.78,352.36,5903389.05
2017-12-14 05-AM,BTCUSD,16801,16801,16615.54,16700,708.01,11847926.38
2017-12-14 04-AM,BTCUSD,16570.78,16801,16570.78,16801,719.66,12046771.31
2017-12-14 03-AM,BTCUSD,16414.7,16590,16400,16570.78,693.46,11433549.06
2017-12-14 02-AM,BTCUSD,16730,16745,16307.2,16414.7,1047.85,17315999.04
2017-12-14 01-AM,BTCUSD,16894.99,16895,16559.74,16730,641.98,10733352.75
2017-12-14 12-AM,BTCUSD,16689.61,16898.7,16601,16895,701.29,11723652.94
2017-12-13 11-PM,BTCUSD,16758.88,16862.02,16515.52,16689.61,862.44,14377402.11
2017-12-13 10-PM,BTCUSD,16950.07,16995.01,16754.84,16758.88,597.15,10078014.03
2017-12-13 09-PM,BTCUSD,16420.72,16998,16420.71,16950.07,1524.54,25586889.25
2017-12-13 08-PM,BTCUSD,16623.44,16710,16367.79,16420.72,1136.4,18793156.73
2017-12-13 07-PM,BTCUSD,16399.02,16750,16337.21,16623.44,1636.05,27085746.54
2017-12-13 06-PM,BTCUSD,16750,16757.27,15700,16399.02,3722.93,60603693.44
2017-12-13 05-PM,BTCUSD,17000,17011.68,16600,16750,2004.23,33679104.07
2017-12-13 04-PM,BTCUSD,17218.63,17292.5,16911.76,17000,1112.24,19021956.89
2017-12-13 03-PM,BTCUSD,17349.99,17491.04,17215,17218.63,898.73,15617030.11
2017-12-13 02-PM,BTCUSD,17401.02,17540.95,17349.99,17349.99,836.65,14582841.89
2017-12-13 01-PM,BTCUSD,17615,17640,17401.01,17401.02,684.1,11984506.92
2017-12-13 12-PM,BTCUSD,17249.98,17746.73,17249.98,17615,1204.79,21084098.01
2017-12-13 11-AM,BTCUSD,17211.01,17250,17199.01,17249.98,552.65,9530265.97
2017-12-13 10-AM,BTCUSD,17250,17250,17185.02,17211.01,513.46,8852442.43
2017-12-13 09-AM,BTCUSD,17250,17250,17205,17250,366.96,6328166.01
2017-12-13 08-AM,BTCUSD,17220.02,17250,17200,17250,379.26,6534248.42
2017-12-13 07-AM,BTCUSD,17238.28,17248.47,17160.28,17220.02,459.22,7901735.34
2017-12-13 06-AM,BTCUSD,17240,17247.5,17090,17238.28,577.28,9917176.12
2017-12-13 05-AM,BTCUSD,17071.82,17250,17005.03,17240,1251.66,21549772.1
2017-12-13 04-AM,BTCUSD,17096.6,17096.6,16870.01,17071.82,1673.93,28372319.68
2017-12-13 03-AM,BTCUSD,17299,17389,17021,17096.6,1613.77,27762226.49
2017-12-13 02-AM,BTCUSD,17624.45,17659.99,16750,17299,2786.74,47898665.7
2017-12-13 01-AM,BTCUSD,17839,17839.01,17551,17624.45,1048.9,18575988.53
2017-12-13 12-AM,BTCUSD,17730.12,17900,17730.11,17839,1221.88,21769950.95
2017-12-12 11-PM,BTCUSD,17797.98,17798.01,17600.96,17730.12,1360.25,24086563.6
2017-12-12 10-PM,BTCUSD,17574.99,17920.42,17574.98,17797.98,1767.38,31411152.02
2017-12-12 09-PM,BTCUSD,17521,17625,17410,17574.99,1075.94,18872353.24
2017-12-12 08-PM,BTCUSD,17711.63,17875,17520.02,17521,1297.97,22996474.57
2017-12-12 07-PM,BTCUSD,17788.9,17850,17509.32,17711.63,1650.84,29204546.21
2017-12-12 06-PM,BTCUSD,17704.03,18149.99,17576.38,17788.9,4271.27,76321132.67
2017-12-12 05-PM,BTCUSD,17387,17750,17250,17704.03,2260.62,39434847.46
2017-12-12 04-PM,BTCUSD,17266.41,17490,17100,17387,1149.79,19993619.64
2017-12-12 03-PM,BTCUSD,17064.54,17266.42,16958.89,17266.41,1385.13,23709957.21
2017-12-12 02-PM,BTCUSD,17369.98,17370,17050,17064.54,759.14,13042252.89
2017-12-12 01-PM,BTCUSD,16850,17400,16846,17369.98,2140.2,36792607.29
2017-12-12 12-PM,BTCUSD,16895.97,16941.34,16690,16850,1097.94,18457299.13
2017-12-12 11-AM,BTCUSD,16860,17000,16844.68,16895.97,502.42,8504563.08
2017-12-12 10-AM,BTCUSD,17005.04,17005.04,16855,16860,502.96,8505234.88
2017-12-12 09-AM,BTCUSD,17070.54,17100,16970,17005.04,549.45,9369328.34
2017-12-12 08-AM,BTCUSD,16918.17,17100,16918.16,17070.54,1208.63,20575431.31
2017-12-12 07-AM,BTCUSD,16765.99,16958.15,16765.99,16918.17,1041.95,17570383.76
2017-12-12 06-AM,BTCUSD,16765.99,16765.99,16765.99,16765.99,0.0,0.0
2017-12-12 05-AM,BTCUSD,16456,16766,16404.01,16765.99,1300.29,21567691.16
2017-12-12 04-AM,BTCUSD,16502,16669.42,16456,16456,1221.77,20250396.04
2017-12-12 03-AM,BTCUSD,16864.9,16899.99,16375,16502,2131.59,35410937.05
2017-12-12 02-AM,BTCUSD,16980,17050,16755,16864.9,1401.49,23694473.57
2017-12-12 01-AM,BTCUSD,16839.45,16999.99,16600,16980,1466.65,24652392.9
2017-12-12 12-AM,BTCUSD,16885.75,16897,16640,16839.45,1738.95,29185766.03
2017-12-11 11-PM,BTCUSD,17070.79,17117.61,16800,16885.75,1779.02,30203428.25
2017-12-11 10-PM,BTCUSD,17250,17250.01,16900.51,17070.79,1774.6,30310578.54
2017-12-11 09-PM,BTCUSD,17314.73,17336.01,17000,17250,1643.68,28271221.84
2017-12-11 08-PM,BTCUSD,17130.72,17493,17000.04,17314.73,4085.92,70602751.16
2017-12-11 07-PM,BTCUSD,16669.99,17130.72,16669.98,17130.72,553.55,9365862.08
2017-12-11 06-PM,BTCUSD,16536,16720,16535.99,16669.99,790.78,13157744.44
2017-12-11 05-PM,BTCUSD,16649.98,16649.99,16530,16536,943.02,15633239.77
2017-12-11 04-PM,BTCUSD,16710,16749,16550,16649.98,910.57,15165048.44
2017-12-11 03-PM,BTCUSD,16599.01,16750,16532.95,16710,948.13,15786573.44
2017-12-11 02-PM,BTCUSD,16639.37,16780.01,16414.75,16599.01,1045.94,17393494.84
2017-12-11 01-PM,BTCUSD,16825.79,16872.59,16517.67,16639.37,1162.69,19370620.0
2017-12-11 12-PM,BTCUSD,16610.7,16900,16610.7,16825.79,482.81,8118715.1
2017-12-11 11-AM,BTCUSD,16801.65,16829.99,16600,16610.7,420.89,7042248.54
2017-12-11 10-AM,BTCUSD,16760.84,16888,16725.21,16801.65,344.68,5793465.79
2017-12-11 09-AM,BTCUSD,16775.92,16805.14,16631.48,16760.84,593.27,9919784.97
2017-12-11 08-AM,BTCUSD,16849.99,16940,16700,16775.92,649.38,10948126.31
2017-12-11 07-AM,BTCUSD,16948,16948,16733.78,16849.99,728.12,12279318.69
2017-12-11 06-AM,BTCUSD,16574,16950,16557,16948,1250.45,21010184.7
2017-12-11 05-AM,BTCUSD,16550.01,16730,16525,16574,841.97,14014069.54
2017-12-11 04-AM,BTCUSD,16637.98,16888,16301,16550.01,2228.63,37009981.47
2017-12-11 03-AM,BTCUSD,16795,16988,16523.78,16637.98,4315.15,72559120.18
2017-12-11 02-AM,BTCUSD,16158.49,16795,16030,16795,3197.19,52556669.81
2017-12-11 01-AM,BTCUSD,15570.01,16200,15570,16158.49,3259.28,52040785.48
2017-12-11 12-AM,BTCUSD,15290.01,15625,15200,15570.01,1906.7,29465833.33
2017-12-10 11-PM,BTCUSD,14890.25,16300,14890.24,15290.01,5831.04,91023150.41
2017-12-10 10-PM,BTCUSD,14862.57,15273,14661.55,14890.25,1750.83,26258989.57
2017-12-10 09-PM,BTCUSD,15603.22,15697.5,14800,14862.57,2504.68,37857636.45
2017-12-10 08-PM,BTCUSD,15832.99,15875.61,15531.11,15603.22,1159.82,18228124.49
2017-12-10 07-PM,BTCUSD,15499,15888,15460.03,15832.99,1475.36,23167913.61
2017-12-10 06-PM,BTCUSD,15724.99,15725,15350,15499,1117.49,17347618.43
2017-12-10 05-PM,BTCUSD,15525,15790,15411.24,15724.99,923.49,14479644.01
2017-12-10 04-PM,BTCUSD,15598.75,15900,15450.29,15525,1955.79,30678452.83
2017-12-10 03-PM,BTCUSD,15450,15760,15145.11,15598.75,2470.68,38135752.87
2017-12-10 02-PM,BTCUSD,15250,15960,15250,15450,3436.17,53518481.78
2017-12-10 01-PM,BTCUSD,14387.01,15250,14387.01,15250,1776.61,26481077.2
2017-12-10 12-PM,BTCUSD,14248.99,14400,14102,14387.01,472.5,6746129.19
2017-12-10 11-AM,BTCUSD,14265,14405.58,14051.03,14248.99,484.19,6905137.98
2017-12-10 10-AM,BTCUSD,14185.37,14556,14114.84,14265,699.58,10056188.1
2017-12-10 09-AM,BTCUSD,14039.99,14247.74,13929.01,14185.37,608.33,8569441.93
2017-12-10 08-AM,BTCUSD,14229.81,14254.92,13800,14039.99,844.65,11786087.45
2017-12-10 07-AM,BTCUSD,14422.49,14499,13900,14229.81,1298.83,18423574.24
2017-12-10 06-AM,BTCUSD,13900,14494,13812.29,14422.49,1839.73,26016980.23
2017-12-10 05-AM,BTCUSD,14099.99,14152.61,13704,13900,1425.81,19788500.26
2017-12-10 04-AM,BTCUSD,13502.2,14200,13502,14099.99,4049.44,56107685.01
2017-12-10 03-AM,BTCUSD,14020.01,14213.13,13501,13502.2,4303.73,59558847.67
2017-12-10 02-AM,BTCUSD,14499.78,14650,14001,14020.01,1637.76,23588559.83
2017-12-10 01-AM,BTCUSD,14934,14934.01,14130.85,14499.78,2356.54,34156929.43
2017-12-10 12-AM,BTCUSD,15309.98,15309.99,14812,14934,1189.44,17807794.79
2017-12-09 11-PM,BTCUSD,15237.02,15310,15100.01,15309.98,1069.89,16253316.03
2017-12-09 10-PM,BTCUSD,15099,15495,15050.04,15237.02,1680.16,25614774.69
2017-12-09 09-PM,BTCUSD,14800,15099,14800,15099,973.84,14544874.07
2017-12-09 08-PM,BTCUSD,14729.06,15180,14729.06,14800,1525.69,22850470.85
2017-12-09 07-PM,BTCUSD,14825.1,14974.44,14505.07,14729.06,1637.82,24193962.58
2017-12-09 06-PM,BTCUSD,14199,15200,14198.99,14825.1,4394.96,64940699.87
2017-12-09 05-PM,BTCUSD,15068,15068.5,13550,14199,6461.96,92335942.8
2017-12-09 04-PM,BTCUSD,15517.02,15550,14620,15068,2922.77,44282024.0
2017-12-09 03-PM,BTCUSD,15701.41,15701.41,15516,15517.02,709.94,11084651.04
2017-12-09 02-PM,BTCUSD,15762.48,15789,15648.83,15701.41,636.15,10002764.8
2017-12-09 01-PM,BTCUSD,15525.02,15795.99,15520,15762.48,528.92,8307009.03
2017-12-09 12-PM,BTCUSD,15859.99,15934.61,15525,15525.02,522.03,8226512.28
2017-12-09 11-AM,BTCUSD,15500,15875,15332,15859.99,876.56,13672155.08
2017-12-09 10-AM,BTCUSD,15731.57,15749,15500,15500,760.8,11887965.48
2017-12-09 09-AM,BTCUSD,15846.78,15950,15600,15731.57,803.02,12654697.92
2017-12-09 08-AM,BTCUSD,16084.81,16131.99,15711.54,15846.78,749.3,11910129.15
2017-12-09 07-AM,BTCUSD,15890.89,16287.99,15890.88,16084.81,1252.71,20233793.97
2017-12-09 06-AM,BTCUSD,15661.43,15992,15625.02,15890.89,1158.41,18391941.29
2017-12-09 05-AM,BTCUSD,15870.2,15979.5,15425,15661.43,2172.92,34102118.71
2017-12-09 04-AM,BTCUSD,16069.17,16199.58,15810,15870.2,1393.78,22340306.19
2017-12-09 03-AM,BTCUSD,16091.24,16172.78,15930,16069.17,850.77,13677610.73
2017-12-09 02-AM,BTCUSD,15811.12,16230,15804.96,16091.24,1460.94,23390516.69
2017-12-09 01-AM,BTCUSD,16250.03,16299.99,15800.65,15811.12,1290.5,20757646.06
2017-12-09 12-AM,BTCUSD,16367.03,16499,16215,16250.03,1233.23,20209189.37
2017-12-08 11-PM,BTCUSD,16329.89,16492,16180,16367.03,1190.97,19494381.09
2017-12-08 10-PM,BTCUSD,16280,16469,16107,16329.89,1577.78,25747538.14
2017-12-08 09-PM,BTCUSD,15659.97,16379.99,15644,16280,2803.92,44879092.41
2017-12-08 08-PM,BTCUSD,15660.62,15790,15525,15659.97,1511.72,23651027.87
